product_name,revenue,qty_sold,cust_location,cows_number,farm_size,price_unit,shelf_life,storage,channel
Curd,963.5,47,Madhya Pradesh,36,Large,20.5,7,1,1
Buttermilk,2880.16,383,Tamil Nadu,69,Small,7.52,7,1,0
Curd,4919.8,170,Karnataka,18,Small,28.94,7,1,0
Curd,9967.47,249,Uttar Pradesh,89,Large,40.03,5,1,1
Ghee,834.75,75,Bihar,10,Small,11.13,101,0,0
Ice Cream,13009.3,205,West Bengal,71,Medium,63.46,29,1,0
Ice Cream,10542.9,678,Madhya Pradesh,62,Small,15.55,25,1,1
Lassi,4008.42,39,West Bengal,53,Medium,102.78,13,1,1
Buttermilk,20561.31,207,Tamil Nadu,94,Medium,99.33,13,1,0
Lassi,1243.84,16,Chandigarh,10,Large,77.74,18,1,1
Buttermilk,14698.53,189,Tamil Nadu,75,Small,77.77,12,1,1
Butter,16624.8,360,Delhi,54,Large,46.18,27,1,0
Ghee,3798.16,482,Chandigarh,10,Small,7.88,145,0,1
Yogurt,11843.46,114,West Bengal,45,Small,103.89,21,1,1
Curd,8165.23,131,Jharkhand,100,Medium,62.33,7,1,0
Milk,24389.64,297,Chandigarh,55,Large,82.12,1,0,1
Cheese,11188.72,433,Kerala,95,Small,25.84,46,1,0
Buttermilk,27753.0,435,Kerala,74,Small,63.8,8,1,0
Curd,2366.43,101,Bihar,63,Medium,23.43,5,1,0
Paneer,11640.2,572,Delhi,40,Small,20.35,9,1,0
Yogurt,1734.48,132,Telangana,62,Large,13.14,29,1,0
Milk,1914.6,30,Haryana,82,Small,63.82,29,0,0
Yogurt,6564.24,108,Maharashtra,61,Large,60.78,27,1,0
Cheese,2645.72,28,Jharkhand,33,Medium,94.49,86,1,0
Paneer,41223.06,873,Delhi,74,Large,47.22,13,1,0
Ice Cream,370.95,15,Delhi,95,Medium,24.73,22,1,0
Cheese,2568.96,223,Maharashtra,22,Small,11.52,80,1,1
Ice Cream,2341.1,205,Madhya Pradesh,31,Medium,11.42,24,1,0
Yogurt,2431.83,309,Jharkhand,71,Large,7.87,26,1,0
Cheese,1515.01,23,Chandigarh,19,Medium,65.87,48,1,0
Curd,40869.0,570,Kerala,89,Medium,71.7,6,1,0
Yogurt,607.77,9,Karnataka,12,Medium,67.53,30,1,1
Buttermilk,27909.12,316,Bihar,77,Small,88.32,11,1,0
Butter,17305.2,759,Uttar Pradesh,87,Medium,22.8,34,1,1
Ice Cream,6930.13,667,Uttar Pradesh,75,Medium,10.39,24,1,0
Paneer,524.8,10,Madhya Pradesh,35,Medium,52.48,14,1,0
Yogurt,11927.44,236,Delhi,93,Large,50.54,29,1,1
Curd,18510.45,305,Uttar Pradesh,10,Large,60.69,6,1,0
Paneer,5012.83,137,West Bengal,95,Medium,36.59,9,1,0
Ice Cream,36778.85,811,Jharkhand,72,Small,45.35,28,1,1
Curd,6209.46,81,Uttar Pradesh,84,Medium,76.66,7,1,0
Ice Cream,7273.72,292,Madhya Pradesh,57,Large,24.91,24,1,0
Curd,5464.68,226,West Bengal,65,Large,24.18,7,1,0
Lassi,10268.4,120,Tamil Nadu,63,Large,85.57,13,1,0
Curd,25099.25,275,Madhya Pradesh,83,Large,91.27,5,1,0
Buttermilk,16835.4,564,West Bengal,28,Medium,29.85,12,1,0
Lassi,13913.76,328,Rajasthan,79,Small,42.42,16,1,1
Ghee,8975.33,91,Madhya Pradesh,47,Medium,98.63,117,0,0
Ghee,3906.0,126,Delhi,84,Small,31.0,142,0,0
Butter,219.4,5,Kerala,48,Small,43.88,27,1,0
Milk,2059.2,78,Telangana,58,Medium,26.4,2,0,0
Yogurt,1436.94,81,Maharashtra,26,Large,17.74,24,1,0
Lassi,1044.75,21,Tamil Nadu,23,Small,49.75,17,1,1
Milk,5512.65,65,Bihar,19,Medium,84.81,22,0,0
Buttermilk,9372.9,199,West Bengal,39,Medium,47.1,14,1,1
Butter,21555.88,452,Delhi,86,Medium,47.69,30,1,0
Buttermilk,129.76,2,Bihar,91,Small,64.88,9,1,0
Ghee,6278.12,244,Jharkhand,31,Small,25.73,92,0,0
Buttermilk,1477.6,20,Telangana,99,Large,73.88,10,1,0
Cheese,12897.18,137,Haryana,21,Large,94.14,27,1,0
Lassi,11670.4,224,Chandigarh,53,Large,52.1,12,1,0
Lassi,5779.62,189,Jharkhand,84,Small,30.58,13,1,1
Yogurt,54331.2,630,Kerala,97,Medium,86.24,28,1,1
Milk,5488.8,120,Madhya Pradesh,94,Large,45.74,1,0,1
Curd,16206.48,369,Uttar Pradesh,59,Small,43.92,5,1,1
Butter,36818.6,490,Gujarat,35,Medium,75.14,25,1,1
Curd,5980.89,73,Chandigarh,12,Medium,81.93,6,1,1
Yogurt,11958.0,300,Telangana,32,Medium,39.86,25,1,0
Cheese,6585.78,106,Gujarat,21,Small,62.13,40,1,1
Yogurt,16341.72,516,Kerala,39,Medium,31.67,25,1,1
Curd,12328.03,407,Chandigarh,29,Medium,30.29,5,1,0
Curd,806.72,8,Telangana,39,Medium,100.84,5,1,0
Milk,9347.4,324,Jharkhand,89,Large,28.85,30,0,0
Yogurt,612.18,57,West Bengal,69,Large,10.74,24,1,0
Paneer,48503.39,949,Maharashtra,53,Small,51.11,11,1,1
Buttermilk,22164.48,288,Uttar Pradesh,65,Medium,76.96,9,1,0
Ice Cream,5903.1,90,Uttar Pradesh,75,Small,65.59,23,1,0
Milk,3245.2,61,Jharkhand,41,Medium,53.2,28,0,0
Curd,13536.0,144,Chandigarh,64,Large,94.0,5,1,0
Milk,30051.91,511,Tamil Nadu,95,Large,58.81,2,0,1
Butter,64313.64,787,Telangana,82,Small,81.72,29,1,0
Lassi,3864.66,123,West Bengal,67,Small,31.42,16,1,0
Paneer,85036.41,899,Maharashtra,56,Small,94.59,8,1,0
Yogurt,2152.28,52,Bihar,90,Large,41.39,30,1,0
Ice Cream,4942.96,137,Delhi,14,Large,36.08,24,1,1
Buttermilk,9724.0,221,Delhi,27,Large,44.0,12,1,1
Paneer,14006.82,366,Uttar Pradesh,87,Small,38.27,9,1,0
Paneer,2819.28,34,Maharashtra,55,Medium,82.92,8,1,0
Ice Cream,33630.3,495,Gujarat,42,Large,67.94,30,1,0
Curd,11048.3,485,Tamil Nadu,35,Large,22.78,7,1,0
Ice Cream,2596.86,42,Rajasthan,31,Medium,61.83,28,1,1
Curd,11670.44,278,Delhi,97,Medium,41.98,5,1,0
Cheese,36946.0,455,Haryana,10,Medium,81.2,26,1,0
Lassi,20752.38,282,Karnataka,58,Small,73.59,15,1,1
Lassi,9673.04,142,Tamil Nadu,27,Medium,68.12,16,1,0
Ghee,1912.26,58,Bihar,41,Large,32.97,113,0,1
Buttermilk,6411.36,111,West Bengal,42,Medium,57.76,9,1,0
Milk,253.26,21,Haryana,46,Small,12.06,1,0,0
Milk,1683.9,90,Telangana,98,Medium,18.71,1,0,0
Paneer,162.36,2,Maharashtra,21,Small,81.18,13,1,1
Cheese,4272.84,117,Haryana,21,Large,36.52,34,1,0
Ghee,17738.14,203,Tamil Nadu,90,Large,87.38,120,0,0
Lassi,5050.35,129,Madhya Pradesh,10,Large,39.15,14,1,0
Cheese,2613.3,310,Jharkhand,86,Medium,8.43,61,1,0
Paneer,3569.97,381,Tamil Nadu,84,Medium,9.37,9,1,0
Cheese,17128.43,341,West Bengal,19,Large,50.23,37,1,0
Butter,5506.03,137,Gujarat,40,Small,40.19,40,1,0
Paneer,392.56,14,Uttar Pradesh,27,Small,28.04,10,1,0
Buttermilk,3169.44,48,Haryana,71,Medium,66.03,14,1,1
Ghee,43279.6,520,Maharashtra,70,Small,83.23,89,0,0
Lassi,133.04,2,Gujarat,89,Small,66.52,17,1,1
Yogurt,27675.9,690,Chandigarh,74,Medium,40.11,27,1,0
Ice Cream,11787.6,165,Tamil Nadu,69,Large,71.44,30,1,0
Ghee,14198.67,237,Uttar Pradesh,86,Large,59.91,93,0,0
Yogurt,2990.68,77,Chandigarh,37,Medium,38.84,26,1,0
Butter,37856.99,601,Karnataka,90,Small,62.99,39,1,0
Ghee,856.68,12,Uttar Pradesh,30,Small,71.39,91,0,1
Ice Cream,4777.52,244,Madhya Pradesh,93,Large,19.58,25,1,0
Ghee,16336.76,214,Kerala,79,Medium,76.34,144,0,1
Buttermilk,8450.75,439,Telangana,65,Large,19.25,14,1,0
Milk,3357.2,70,Delhi,68,Medium,47.96,28,0,1
Butter,835.56,9,Maharashtra,89,Large,92.84,38,1,1
Milk,5745.6,60,Kerala,76,Small,95.76,2,0,0
Milk,930.0,93,Tamil Nadu,39,Medium,10.0,1,0,0
Yogurt,6689.76,462,Delhi,59,Small,14.48,25,1,0
Curd,906.61,17,Telangana,78,Large,53.33,6,1,0
Ice Cream,18616.7,235,Delhi,85,Large,79.22,29,1,0
Yogurt,37805.62,502,Telangana,60,Small,75.31,26,1,0
Ghee,6053.46,71,Uttar Pradesh,72,Medium,85.26,74,0,0
Buttermilk,21867.93,309,Jharkhand,60,Small,70.77,12,1,1
Paneer,416.3,23,Telangana,73,Medium,18.1,12,1,0
Lassi,15332.62,257,Chandigarh,83,Large,59.66,14,1,0
Milk,10975.44,556,Madhya Pradesh,43,Large,19.74,26,0,0
Milk,15300.48,192,Kerala,77,Medium,79.69,2,0,0
Lassi,365.56,13,Karnataka,13,Medium,28.12,13,1,1
Yogurt,3844.91,73,Bihar,41,Large,52.67,28,1,0
Cheese,2455.69,37,Kerala,59,Large,66.37,41,1,0
Yogurt,16514.16,201,Kerala,21,Large,82.16,26,1,0
Buttermilk,6497.06,394,Uttar Pradesh,12,Small,16.49,11,1,1
Paneer,10646.03,109,Jharkhand,17,Small,97.67,8,1,0
Curd,22697.67,267,Maharashtra,29,Small,85.01,5,1,0
Ghee,4955.08,338,Uttar Pradesh,43,Large,14.66,61,0,0
Curd,27582.5,295,Jharkhand,93,Small,93.5,5,1,1
Cheese,8382.45,435,Uttar Pradesh,79,Large,19.27,83,1,0
Lassi,28269.96,356,Kerala,88,Large,79.41,12,1,1
Buttermilk,8881.52,268,Gujarat,19,Small,33.14,14,1,1
Cheese,7287.84,72,Gujarat,74,Small,101.22,68,1,1
Butter,579.12,19,Uttar Pradesh,50,Small,30.48,40,1,1
Ghee,16879.98,221,Chandigarh,96,Small,76.38,109,0,1
Paneer,7780.8,96,Uttar Pradesh,54,Large,81.05,13,1,1
Cheese,128.92,11,Rajasthan,24,Large,11.72,69,1,0
Curd,2814.09,57,Delhi,25,Medium,49.37,7,1,1
Ghee,364.77,9,Maharashtra,38,Small,40.53,147,0,1
Milk,172.2,4,Uttar Pradesh,58,Medium,43.05,27,0,0
Lassi,35201.76,472,Maharashtra,56,Large,74.58,17,1,0
Paneer,3745.35,87,Tamil Nadu,63,Small,43.05,11,1,0
Yogurt,5137.08,74,Kerala,53,Small,69.42,28,1,0
Cheese,44847.81,549,Bihar,44,Large,81.69,32,1,0
Ghee,62.14,1,Delhi,18,Small,62.14,81,0,0
Curd,3452.8,52,Karnataka,98,Large,66.4,5,1,0
Yogurt,1444.45,35,Uttar Pradesh,19,Small,41.27,28,1,1
Yogurt,342.2,5,Bihar,60,Medium,68.44,21,1,1
Ice Cream,22133.24,244,West Bengal,21,Large,90.71,27,1,0
Ghee,7236.06,78,Bihar,61,Small,92.77,81,0,0
Ghee,3862.56,48,West Bengal,71,Medium,80.47,135,0,1
Ghee,24198.65,245,Rajasthan,35,Large,98.77,81,0,0
Ice Cream,16895.89,571,Delhi,53,Medium,29.59,25,1,0
Buttermilk,458.51,13,Rajasthan,12,Medium,35.27,10,1,0
Butter,33071.7,690,Uttar Pradesh,43,Small,47.93,40,1,0
Yogurt,10490.31,243,West Bengal,54,Small,43.17,28,1,0
Yogurt,18254.64,552,Jharkhand,87,Small,33.07,26,1,0
Ghee,16491.23,161,Chandigarh,13,Small,102.43,117,0,0
Lassi,19115.46,778,Kerala,38,Large,24.57,12,1,0
Butter,12818.79,241,Rajasthan,20,Small,53.19,25,1,0
Paneer,11134.44,157,Madhya Pradesh,28,Medium,70.92,10,1,0
Paneer,1289.34,38,Jharkhand,99,Large,33.93,7,1,0
Yogurt,25895.52,294,Bihar,57,Medium,88.08,26,1,1
Curd,29421.04,737,Uttar Pradesh,98,Medium,39.92,6,1,0
Lassi,27511.7,590,Telangana,45,Large,46.63,14,1,1
Cheese,29202.3,426,Maharashtra,29,Small,68.55,57,1,0
Milk,14741.72,476,Haryana,65,Medium,30.97,1,0,1
Buttermilk,14968.34,211,Chandigarh,47,Large,70.94,8,1,1
Curd,17918.22,214,Kerala,84,Medium,83.73,6,1,1
Milk,32920.68,449,Madhya Pradesh,14,Large,73.32,1,0,1
Curd,3383.12,104,West Bengal,26,Small,32.53,7,1,0
Curd,29338.62,582,Delhi,39,Small,50.41,5,1,0
Cheese,13090.33,649,Haryana,70,Large,20.17,47,1,1
Butter,1600.75,19,Karnataka,81,Small,84.25,36,1,0
Milk,378.64,8,Kerala,68,Large,47.33,29,0,0
Butter,9204.84,108,Haryana,31,Medium,85.23,36,1,1
Milk,6763.81,367,Kerala,56,Large,18.43,1,0,0
Milk,32137.12,353,Delhi,33,Large,91.04,30,0,0
Yogurt,10095.84,738,Maharashtra,16,Large,13.68,30,1,0
Milk,12492.13,329,Karnataka,54,Medium,37.97,2,0,1
Cheese,4767.49,169,Jharkhand,64,Small,28.21,50,1,1
Milk,59131.44,612,Gujarat,51,Large,96.62,1,0,0
Cheese,591.0,15,Kerala,43,Medium,39.4,83,1,0
Cheese,6624.89,167,Bihar,89,Medium,39.67,47,1,0
Butter,21217.0,433,Telangana,91,Small,49.0,35,1,0
Butter,161.64,9,Madhya Pradesh,68,Medium,17.96,34,1,0
Cheese,6050.0,220,Uttar Pradesh,56,Medium,27.5,33,1,1
Buttermilk,13550.4,180,Kerala,25,Medium,75.28,11,1,0
Ghee,5088.65,335,Chandigarh,47,Small,15.19,118,0,0
Milk,12780.46,473,Karnataka,28,Medium,27.02,22,0,0
Milk,19875.06,218,Tamil Nadu,55,Small,91.17,24,0,0
Paneer,20416.8,282,Gujarat,25,Small,72.4,10,1,1
Paneer,6955.87,101,Delhi,25,Small,68.87,14,1,1
Curd,26631.16,523,Bihar,99,Small,50.92,7,1,0
Milk,12301.2,216,Rajasthan,44,Medium,56.95,1,0,1
Butter,19691.05,199,Madhya Pradesh,67,Large,98.95,37,1,0
Buttermilk,2069.75,25,Bihar,36,Small,82.79,7,1,1
Buttermilk,18613.44,552,Telangana,73,Small,33.72,7,1,0
Lassi,38776.0,524,Maharashtra,53,Large,74.0,14,1,0
Milk,103.4,4,West Bengal,59,Medium,25.85,1,0,1
Cheese,1786.98,26,Kerala,19,Small,68.73,56,1,1
Ice Cream,13592.67,169,Rajasthan,60,Large,80.43,29,1,1
Lassi,9091.5,174,Telangana,52,Medium,52.25,13,1,0
Lassi,71231.29,767,Uttar Pradesh,25,Large,92.87,16,1,0
Lassi,8404.8,309,Bihar,27,Medium,27.2,17,1,0
Butter,14495.22,153,West Bengal,12,Medium,94.74,30,1,1
Paneer,15453.77,433,Chandigarh,68,Medium,35.69,11,1,1
Curd,69454.88,682,West Bengal,95,Small,101.84,7,1,0
Cheese,13465.86,327,West Bengal,53,Small,41.18,58,1,0
Yogurt,7240.32,144,Karnataka,67,Large,50.28,22,1,1
Buttermilk,23839.68,304,Bihar,32,Large,78.42,10,1,0
Cheese,18208.68,371,Delhi,50,Large,49.08,65,1,0
Butter,1010.6,10,Haryana,52,Medium,101.06,33,1,0
Curd,5371.52,224,Bihar,86,Large,23.98,7,1,1
Milk,15077.21,313,Delhi,10,Large,48.17,22,0,0
Lassi,5914.09,67,Telangana,32,Large,88.27,13,1,1
Lassi,17503.2,340,Chandigarh,35,Small,51.48,16,1,0
Milk,2124.9,30,Karnataka,49,Medium,70.83,1,0,0
Butter,20654.16,246,Maharashtra,79,Large,83.96,39,1,0
Paneer,20152.1,290,Madhya Pradesh,16,Medium,69.49,11,1,0
Buttermilk,147.24,18,Chandigarh,41,Large,8.18,10,1,1
Cheese,7901.52,132,Kerala,99,Large,59.86,44,1,1
Paneer,8091.2,208,Uttar Pradesh,88,Large,38.9,8,1,0
Yogurt,5218.83,51,Karnataka,90,Large,102.33,30,1,0
Buttermilk,9936.72,148,Jharkhand,69,Medium,67.14,7,1,0
Butter,13413.24,342,Uttar Pradesh,15,Medium,39.22,37,1,0
Curd,399.07,7,Maharashtra,30,Medium,57.01,5,1,0
Cheese,7913.07,99,Karnataka,65,Medium,79.93,31,1,0
Butter,777.75,25,Chandigarh,68,Large,31.11,37,1,1
Ghee,4967.98,89,Karnataka,77,Medium,55.82,128,0,1
Ice Cream,51185.4,588,Jharkhand,44,Large,87.05,24,1,0
Cheese,22388.22,366,Madhya Pradesh,98,Small,61.17,70,1,0
Curd,19303.43,359,Rajasthan,49,Medium,53.77,6,1,0
Lassi,39618.15,429,Rajasthan,82,Small,92.35,13,1,1
Milk,7585.8,940,Delhi,74,Medium,8.07,26,0,1
Ice Cream,5159.7,117,Uttar Pradesh,31,Large,44.1,26,1,1
Cheese,4088.75,125,Delhi,35,Large,32.71,62,1,1
Ice Cream,3499.59,71,Delhi,68,Large,49.29,21,1,1
Butter,21229.78,286,Haryana,63,Large,74.23,29,1,0
Milk,61128.8,860,Bihar,11,Medium,71.08,27,0,0
Lassi,2285.02,86,Madhya Pradesh,55,Medium,26.57,15,1,1
Cheese,4411.8,86,Karnataka,92,Small,51.3,76,1,0
Ice Cream,1327.59,27,Haryana,29,Medium,49.17,30,1,0
Curd,8702.63,419,Karnataka,53,Large,20.77,6,1,0
Yogurt,3016.0,50,Telangana,58,Medium,60.32,30,1,0
Buttermilk,10700.75,115,Delhi,73,Medium,93.05,9,1,1
Ice Cream,4060.8,240,Madhya Pradesh,96,Small,16.92,28,1,0
Ice Cream,8445.71,91,Kerala,84,Small,92.81,29,1,0
Cheese,7316.32,88,Tamil Nadu,52,Medium,83.14,62,1,0
Yogurt,6819.12,297,Delhi,68,Large,22.96,29,1,0
Paneer,2021.06,139,Delhi,82,Large,14.54,14,1,0
Lassi,1851.5,25,Karnataka,93,Medium,74.06,18,1,0
Ice Cream,37839.58,386,Bihar,14,Medium,98.03,27,1,1
Paneer,951.86,13,Chandigarh,99,Small,73.22,13,1,1
Buttermilk,31823.1,342,Karnataka,47,Large,93.05,11,1,0
Ghee,3082.88,32,Chandigarh,44,Small,96.34,84,0,0
Lassi,10013.82,201,Uttar Pradesh,22,Medium,49.82,17,1,0
Ice Cream,329.44,16,Gujarat,15,Large,20.59,24,1,1
Yogurt,43453.38,893,Delhi,22,Medium,48.66,21,1,0
Paneer,14649.6,327,Uttar Pradesh,92,Medium,44.8,8,1,0
Lassi,29211.0,650,Tamil Nadu,33,Large,44.94,18,1,0
Cheese,424.66,17,Madhya Pradesh,50,Large,24.98,48,1,0
Ice Cream,4631.12,122,Delhi,93,Medium,37.96,21,1,1
Ghee,13281.86,298,Kerala,79,Large,44.57,108,0,0
Butter,674.45,35,Rajasthan,57,Small,19.27,37,1,1
Curd,15468.75,625,Gujarat,63,Small,24.75,6,1,0
Lassi,33143.64,537,Telangana,25,Small,61.72,12,1,1
Cheese,46649.4,609,Gujarat,25,Medium,76.6,52,1,1
Butter,18402.93,351,Chandigarh,46,Small,52.43,27,1,1
Yogurt,21386.7,267,Gujarat,29,Small,80.1,26,1,1
Curd,5915.84,76,Delhi,78,Large,77.84,7,1,0
Lassi,17652.88,232,Delhi,26,Large,76.09,13,1,1
Butter,10358.48,158,Chandigarh,89,Large,65.56,38,1,0
Cheese,7357.86,82,Tamil Nadu,80,Small,89.73,88,1,0
Butter,4023.23,53,Telangana,36,Medium,75.91,27,1,1
Ghee,7310.8,373,Karnataka,43,Small,19.6,78,0,0
Lassi,4500.58,527,Haryana,78,Medium,8.54,18,1,1
Curd,8639.58,311,Rajasthan,77,Large,27.78,6,1,1
Paneer,8437.2,237,Rajasthan,53,Medium,35.6,13,1,0
Cheese,58839.3,642,Bihar,58,Large,91.65,49,1,1
Ice Cream,2549.98,59,Bihar,90,Medium,43.22,29,1,0
Lassi,12782.48,184,Gujarat,24,Small,69.47,14,1,0
Lassi,4971.45,253,Uttar Pradesh,69,Small,19.65,12,1,1
Buttermilk,22648.56,746,Chandigarh,15,Large,30.36,10,1,0
Milk,3290.78,74,Kerala,63,Small,44.47,1,0,0
Lassi,5960.37,377,Chandigarh,87,Medium,15.81,14,1,0
Milk,25724.97,579,Chandigarh,52,Small,44.43,28,0,0
Cheese,4870.7,265,Kerala,59,Large,18.38,32,1,0
Lassi,24.1,2,Bihar,65,Medium,12.05,16,1,0
Curd,345.18,33,Madhya Pradesh,89,Large,10.46,5,1,1
Milk,48254.4,540,Rajasthan,75,Large,89.36,1,0,1
Paneer,467.6,8,Rajasthan,70,Large,58.45,8,1,0
Yogurt,13192.8,368,Rajasthan,74,Small,35.85,25,1,0
Paneer,6530.37,77,Kerala,27,Large,84.81,10,1,1
Cheese,5556.51,107,Bihar,89,Medium,51.93,51,1,0
Cheese,1457.64,18,Kerala,34,Small,80.98,72,1,0
Paneer,5279.22,211,Maharashtra,64,Large,25.02,7,1,0
Lassi,53.55,1,Chandigarh,54,Large,53.55,15,1,0
Ghee,1069.2,36,Karnataka,34,Small,29.7,144,0,0
Yogurt,8217.36,113,Chandigarh,93,Large,72.72,27,1,0
Butter,24313.74,394,Haryana,82,Medium,61.71,40,1,1
Paneer,2778.36,52,Rajasthan,100,Large,53.43,14,1,0
Butter,25767.83,541,Chandigarh,96,Small,47.63,35,1,0
Curd,6871.92,418,Kerala,81,Large,16.44,7,1,0
Buttermilk,404.4,8,Uttar Pradesh,31,Small,50.55,12,1,0
Ice Cream,1556.6,43,Gujarat,84,Medium,36.2,22,1,0
Ice Cream,39034.24,448,Uttar Pradesh,13,Small,87.13,24,1,0
Milk,16606.8,420,Haryana,28,Medium,39.54,1,0,0
Cheese,3399.48,38,Tamil Nadu,14,Small,89.46,86,1,0
Lassi,5800.5,225,Maharashtra,36,Small,25.78,15,1,0
Buttermilk,44435.05,467,Tamil Nadu,35,Medium,95.15,14,1,1
Ghee,24381.4,355,Tamil Nadu,64,Medium,68.68,129,0,1
Ghee,20629.71,423,Chandigarh,64,Medium,48.77,101,0,0
Butter,3823.54,62,Delhi,28,Large,61.67,37,1,0
Cheese,4420.35,99,Delhi,60,Medium,44.65,54,1,1
Ice Cream,9735.0,275,Bihar,43,Large,35.4,24,1,0
Ice Cream,38549.56,854,Rajasthan,97,Small,45.14,30,1,1
Curd,9774.89,547,Madhya Pradesh,61,Small,17.87,7,1,0
Yogurt,6194.76,78,Telangana,94,Medium,79.42,25,1,0
Butter,3959.52,339,Bihar,25,Large,11.68,27,1,0
Paneer,2765.28,42,Chandigarh,39,Large,65.84,8,1,1
Yogurt,1700.35,155,Maharashtra,28,Small,10.97,28,1,0
Curd,14940.77,409,Delhi,34,Small,36.53,7,1,1
Ice Cream,13579.62,178,Uttar Pradesh,63,Large,76.29,22,1,0
Ghee,1558.75,43,Delhi,70,Small,36.25,108,0,0
Lassi,74945.16,818,Chandigarh,33,Small,91.62,12,1,1
Ice Cream,14063.46,186,Bihar,94,Small,75.61,29,1,1
Cheese,1222.65,15,Jharkhand,69,Medium,81.51,49,1,0
Ghee,8215.48,244,Bihar,62,Small,33.67,115,0,0
Curd,11304.89,509,Rajasthan,61,Medium,22.21,7,1,1
Paneer,29419.71,753,Gujarat,55,Small,39.07,11,1,0
Butter,5290.74,221,Madhya Pradesh,89,Large,23.94,26,1,1
Curd,7465.76,232,Haryana,18,Large,32.18,5,1,0
Paneer,29673.8,565,Gujarat,28,Large,52.52,13,1,0
Yogurt,15025.5,225,Maharashtra,23,Large,66.78,28,1,1
Buttermilk,25564.6,412,Madhya Pradesh,43,Medium,62.05,12,1,0
Lassi,18728.49,319,Haryana,36,Small,58.71,18,1,1
Curd,1124.66,106,Kerala,69,Large,10.61,6,1,1
Lassi,56074.0,575,Bihar,18,Large,97.52,18,1,1
Ice Cream,11656.62,279,Karnataka,39,Small,41.78,27,1,0
Yogurt,111.6,4,Chandigarh,76,Large,27.9,28,1,0
Milk,2560.32,84,Karnataka,78,Large,30.48,1,0,1
Ice Cream,1586.0,104,Madhya Pradesh,41,Small,15.25,26,1,1
Paneer,6681.69,81,Chandigarh,13,Large,82.49,14,1,0
Butter,10611.0,524,Karnataka,27,Medium,20.25,34,1,0
Curd,3128.4,440,Chandigarh,59,Medium,7.11,5,1,0
Curd,25764.83,299,Haryana,33,Medium,86.17,5,1,0
Ice Cream,23333.7,930,Delhi,88,Small,25.09,22,1,1
Paneer,6635.85,195,Maharashtra,93,Medium,34.03,12,1,0
Buttermilk,528.8,8,Uttar Pradesh,59,Large,66.1,14,1,0
Paneer,2043.9,30,Delhi,92,Medium,68.13,9,1,0
Paneer,966.42,59,Maharashtra,57,Medium,16.38,8,1,1
Lassi,23464.35,573,Chandigarh,83,Small,40.95,16,1,1
Ice Cream,46924.85,749,Karnataka,35,Small,62.65,27,1,0
Curd,4962.48,116,Maharashtra,54,Small,42.78,5,1,1
Curd,10369.53,261,Kerala,28,Large,39.73,5,1,1
Buttermilk,11282.88,161,Rajasthan,40,Medium,70.08,8,1,0
Butter,9374.68,98,Delhi,73,Medium,95.66,29,1,1
Cheese,19636.96,394,Gujarat,30,Medium,49.84,56,1,1
Milk,88.88,4,Maharashtra,36,Medium,22.22,2,0,1
Milk,279.36,4,Chandigarh,26,Medium,69.84,28,0,1
Milk,308.21,7,Tamil Nadu,13,Large,44.03,23,0,0
Paneer,1435.32,18,West Bengal,45,Large,79.74,12,1,0
Cheese,63446.34,807,West Bengal,51,Small,78.62,33,1,1
Lassi,2704.74,122,Rajasthan,98,Small,22.17,16,1,0
Yogurt,201.78,9,Delhi,79,Large,22.42,23,1,1
Ice Cream,4213.35,45,Delhi,60,Large,93.63,28,1,1
Yogurt,10998.9,495,Bihar,53,Medium,22.22,26,1,0
Buttermilk,728.4,40,Delhi,44,Small,18.21,13,1,1
Curd,4572.17,193,Tamil Nadu,25,Medium,23.69,6,1,1
Lassi,3744.39,39,Gujarat,99,Medium,96.01,14,1,0
Butter,8056.69,239,Haryana,59,Small,33.71,28,1,0
Ghee,17758.95,229,Karnataka,49,Large,77.55,87,0,1
Ghee,10971.52,553,Haryana,67,Small,19.84,71,0,0
Yogurt,14372.82,306,Telangana,45,Medium,46.97,25,1,0
Milk,11048.4,540,West Bengal,34,Large,20.46,24,0,0
Curd,3341.1,86,Madhya Pradesh,71,Small,38.85,7,1,0
Milk,22441.96,422,West Bengal,96,Small,53.18,1,0,0
Ghee,21941.71,343,Kerala,87,Medium,63.97,81,0,0
Butter,816.4,10,Maharashtra,25,Large,81.64,37,1,0
Paneer,3678.75,375,Rajasthan,64,Medium,9.81,13,1,0
Ice Cream,6445.29,69,Uttar Pradesh,44,Medium,93.41,23,1,1
Paneer,7908.48,144,Chandigarh,79,Medium,54.92,7,1,0
Curd,2427.5,50,Chandigarh,69,Large,48.55,5,1,1
Buttermilk,18021.51,219,West Bengal,20,Large,82.29,13,1,0
Lassi,581.49,13,Karnataka,87,Large,44.73,16,1,0
Yogurt,8083.67,119,Delhi,71,Large,67.93,22,1,1
Ice Cream,11614.4,280,Karnataka,29,Small,41.48,22,1,1
Cheese,25639.8,302,Delhi,98,Medium,84.9,53,1,0
Paneer,688.2,30,Gujarat,72,Medium,22.94,8,1,1
Butter,1692.46,157,Chandigarh,26,Large,10.78,36,1,0
Cheese,32797.08,466,Madhya Pradesh,10,Large,70.38,74,1,0
Curd,42328.02,434,Kerala,29,Medium,97.53,7,1,0
Curd,892.86,46,Delhi,83,Large,19.41,7,1,0
Paneer,30218.48,424,Uttar Pradesh,62,Medium,71.27,14,1,0
Curd,28509.88,532,Kerala,81,Large,53.59,7,1,0
